DNA Pattern Finder Report
Source file: BRCA1_FASTA.txt

Sequence length: 126033 bases
A: 35147    C: 27208    G: 28369    T: 35309
GC content: 44.1%

Last motif searched: (none)
Motif occurrences: n/a

Number of ORFs found (forward strand): 1891
1) start: 251, stop: 460, length: 210 bases
1769) start: 118111, stop: 118116, length: 6 bases
1770) start: 118120, stop: 118140, length: 21 bases
1771) start: 118262, stop: 118294, length: 33 bases
1772) start: 118327, stop: 118554, length: 228 bases
1773) start: 118363, stop: 118554, length: 192 bases
1774) start: 118412, stop: 118513, length: 102 bases
1775) start: 118490, stop: 118513, length: 24 bases
1776) start: 118709, stop: 118720, length: 12 bases
1777) start: 118744, stop: 118755, length: 12 bases
1778) start: 118938, stop: 118952, length: 15 bases
1779) start: 118953, stop: 119024, length: 72 bases
1780) start: 118963, stop: 119061, length: 99 bases
1781) start: 118991, stop: 119014, length: 24 bases
1782) start: 119239, stop: 119331, length: 93 bases
1783) start: 119256, stop: 119318, length: 63 bases
1784) start: 119345, stop: 119377, length: 33 bases
1785) start: 119369, stop: 119377, length: 9 bases
1786) start: 119424, stop: 119495, length: 72 bases
1787) start: 119434, stop: 119478, length: 45 bases
1788) start: 119475, stop: 119495, length: 21 bases
1789) start: 119504, stop: 119539, length: 36 bases
1790) start: 119509, stop: 119553, length: 45 bases
1791) start: 119519, stop: 119539, length: 21 bases
1792) start: 119547, stop: 119630, length: 84 bases
1793) start: 119754, stop: 119828, length: 75 bases
1794) start: 119916, stop: 119933, length: 18 bases
1795) start: 119982, stop: 120011, length: 30 bases
1796) start: 120008, stop: 120022, length: 15 bases
1797) start: 120044, stop: 120067, length: 24 bases
1798) start: 120049, stop: 120243, length: 195 bases
1799) start: 120236, stop: 120367, length: 132 bases
1800) start: 120265, stop: 120270, length: 6 bases
1801) start: 120312, stop: 120407, length: 96 bases
1802) start: 120471, stop: 120575, length: 105 bases
1803) start: 120490, stop: 120639, length: 150 bases
1804) start: 120494, stop: 120502, length: 9 bases
1805) start: 120595, stop: 120639, length: 45 bases
1806) start: 120612, stop: 120617, length: 6 bases
1807) start: 120650, stop: 120691, length: 42 bases
1808) start: 120668, stop: 120691, length: 24 bases
1809) start: 120716, stop: 120838, length: 123 bases
1810) start: 120764, stop: 120838, length: 75 bases
1811) start: 120838, stop: 120885, length: 48 bases
1812) start: 120917, stop: 120967, length: 51 bases
1813) start: 120940, stop: 120990, length: 51 bases
1814) start: 121090, stop: 121260, length: 171 bases
1815) start: 121121, stop: 121375, length: 255 bases
1816) start: 121144, stop: 121260, length: 117 bases
1817) start: 121148, stop: 121375, length: 228 bases
1818) start: 121286, stop: 121375, length: 90 bases
1819) start: 121290, stop: 121304, length: 15 bases
1820) start: 121360, stop: 121629, length: 270 bases
1821) start: 121435, stop: 121629, length: 195 bases
1822) start: 121498, stop: 121629, length: 132 bases
1823) start: 121501, stop: 121629, length: 129 bases
1824) start: 121519, stop: 121629, length: 111 bases
1825) start: 121529, stop: 121612, length: 84 bases
1826) start: 121606, stop: 121629, length: 24 bases
1827) start: 121667, stop: 121705, length: 39 bases
1828) start: 121676, stop: 121705, length: 30 bases
1829) start: 121924, stop: 121947, length: 24 bases
1830) start: 122130, stop: 122162, length: 33 bases
1831) start: 122133, stop: 122162, length: 30 bases
1832) start: 122244, stop: 122336, length: 93 bases
1833) start: 122295, stop: 122336, length: 42 bases
1834) start: 122353, stop: 122433, length: 81 bases
1835) start: 122443, stop: 122484, length: 42 bases
1836) start: 122556, stop: 122567, length: 12 bases
1837) start: 122559, stop: 122567, length: 9 bases
1838) start: 122599, stop: 122790, length: 192 bases
1839) start: 122656, stop: 122790, length: 135 bases
1840) start: 122674, stop: 122790, length: 117 bases
1841) start: 122683, stop: 122790, length: 108 bases
1842) start: 122699, stop: 122764, length: 66 bases
1843) start: 122714, stop: 122764, length: 51 bases
1844) start: 122729, stop: 122764, length: 36 bases
1845) start: 122802, stop: 122813, length: 12 bases
1846) start: 122806, stop: 122826, length: 21 bases
1847) start: 122815, stop: 122826, length: 12 bases
1848) start: 122826, stop: 122870, length: 45 bases
1849) start: 122867, stop: 123058, length: 192 bases
1850) start: 122880, stop: 122894, length: 15 bases
1851) start: 122898, stop: 123002, length: 105 bases
1852) start: 122902, stop: 122922, length: 21 bases
1853) start: 122936, stop: 123058, length: 123 bases
1854) start: 122946, stop: 123002, length: 57 bases
1855) start: 122979, stop: 123002, length: 24 bases
1856) start: 123082, stop: 123156, length: 75 bases
1857) start: 123145, stop: 123156, length: 12 bases
1858) start: 123281, stop: 123346, length: 66 bases
1859) start: 123309, stop: 123443, length: 135 bases
1860) start: 123341, stop: 123346, length: 6 bases
1861) start: 123457, stop: 123597, length: 141 bases
1862) start: 123537, stop: 123545, length: 9 bases
1863) start: 123657, stop: 123767, length: 111 bases
1864) start: 123725, stop: 123748, length: 24 bases
1865) start: 123774, stop: 123815, length: 42 bases
1866) start: 123841, stop: 123858, length: 18 bases
1867) start: 123941, stop: 123982, length: 42 bases
1868) start: 124253, stop: 124309, length: 57 bases
1869) start: 124258, stop: 124269, length: 12 bases
1870) start: 124330, stop: 124359, length: 30 bases
1871) start: 124485, stop: 124493, length: 9 bases
1872) start: 124537, stop: 124650, length: 114 bases
1873) start: 124691, stop: 124822, length: 132 bases
1874) start: 124775, stop: 124822, length: 48 bases
1875) start: 124806, stop: 124862, length: 57 bases
1876) start: 124859, stop: 124879, length: 21 bases
1877) start: 124873, stop: 124902, length: 30 bases
1878) start: 124932, stop: 124988, length: 57 bases
1879) start: 125092, stop: 125124, length: 33 bases
1880) start: 125119, stop: 125124, length: 6 bases
1881) start: 125159, stop: 125329, length: 171 bases
1882) start: 125207, stop: 125329, length: 123 bases
1883) start: 125233, stop: 125346, length: 114 bases
1884) start: 125323, stop: 125346, length: 24 bases
1885) start: 125368, stop: 125409, length: 42 bases
1886) start: 125529, stop: 125573, length: 45 bases
1887) start: 125585, stop: 125653, length: 69 bases
1888) start: 125665, stop: 125745, length: 81 bases
1889) start: 125725, stop: 125745, length: 21 bases
1890) start: 125747, stop: 125854, length: 108 bases
1891) start: 125986, stop: 126000, length: 15 bases
